Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
Pregnane X Receptor pathway WP2876,15/33,1.0401251452081077e-14,5.454878539313632e-13,0,0,14.83019427554501,477.4855444768173,ABCC2;UGT1A1;NR1I2;CYP3A4;CYP3A5;SLCO1B1;CYP2C9;RXRA;GSTA2;UGT1A4;UGT1A3;UGT1A9;PPARGC1A;SULT2A1;UGT1A6,WikiPathways 2019 Human
Amino Acid metabolism WP662,23/95,8.485863044267853e-15,7.467559478955711e-13,0,0,7.899029793079763,255.9315257516892,MPST;GOT1;ARG1;MAOA;TAT;IDH1;SDHA;FAH;ASS1;HMGCL;HAL;BHMT;TDO2;CPS1;CBS;EHHADH;CTH;ALDH1A1;SUCLG1;ASL;ACADM;PCK1;ALDH7A1,WikiPathways 2019 Mouse
Blood Clotting Cascade WP272,12/23,6.137607871742788e-13,2.633591741329633e-11,0,0,17.022483864103837,478.65813700453714,FGB;FGA;F7;F9;F10;F11;SERPINF2;PLG;F13B;F2;KLKB1;F5,WikiPathways 2019 Human
PPAR signaling pathway WP3942,18/67,1.0293792069119963e-12,4.048891547187186e-11,0,0,8.765308855396752,241.94062658726588,ACSL1;CYP4A11;AQP7;ACSL5;DBI;CYP27A1;RXRA;ACADL;SCP2;ACOX2;ACOX1;EHHADH;ACADM;ACAA1;PCK1;SLC27A2;SLC27A5;PCK2,WikiPathways 2019 Human
Codeine and Morphine Metabolism WP1604,10/15,1.779431896355973e-12,6.460706577538609e-11,0,0,21.75095160413268,588.4660568116872,UGT1A10;SLCO1B1;CYP2C8;ABCC2;UGT1A1;UGT1A3;CYP3A4;UGT1A9;UGT1A8;UGT1A6,WikiPathways 2019 Human
Blood Clotting Cascade WP460,11/20,2.6818986486562416e-12,1.5733805405449952e-10,0,0,17.94453507340946,478.1230951610497,FGB;FGA;F7;F9;F10;F11;SERPINF2;PLG;F13B;F2;F5,WikiPathways 2019 Mouse
Tamoxifen metabolism WP691,11/21,5.4768205415079716e-12,1.8464709254226875e-10,0,0,17.09003340324711,443.15304923718503,SULT1A1;UGT1A10;CYP2C9;CYP2C8;CYP1A2;UGT1A4;FMO3;CYP3A4;CYP3A5;UGT1A8;SULT2A1,WikiPathways 2019 Human
Tryptophan metabolism WP79,14/44,2.7433229628261565e-11,1.207062103643509e-9,0,0,10.381135992881507,252.4616083942606,GCDH;ECHS1;MAOB;HAAO;HSD17B10;ACAT1;ALDH3A2;TDO2;ALDH2;KYNU;ALDH1A1;CYP1A2;AOX1;ALDH9A1,WikiPathways 2019 Mouse
Farnesoid X Receptor  Pathway WP2879,10/19,4.89876453087268e-11,1.5414779057146032e-9,0,0,17.171803897999485,407.64923132422575,RXRA;SLC10A1;SLCO2B1;NR1H4;IRS2;CYP3A4;BAAT;PPARGC1A;SLC27A5;SULT2A1,WikiPathways 2019 Human
Metapathway biotransformation WP1251,23/141,5.4482899948716905e-11,1.917798078194835e-9,0,0,5.322041349947359,125.77651757910627,UGT1A10;GSTK1;TPMT;GPX4;UGT1A1;GSTO1;EPHX2;AKR1D1;MGST2;GLYAT;FMO3;BAAT;FMO5;CYP39A1;CYP27A1;SULT1A1;NAT2;GSTA2;CYP1A2;GSTA1;UGT1A5;UGT1A9;SULT2A1,WikiPathways 2019 Mouse
Fatty Acid Omega Oxidation WP206,9/15,9.561607337131162e-11,2.820674164453693e-9,0,0,19.575856443719413,451.6283232333697,ADH1C;ALDH2;ADH1B;ADH1A;CYP4A11;ALDH1A1;CYP1A2;CYP3A4;ADH6,WikiPathways 2019 Human
Fatty Acid Beta Oxidation WP143,12/34,1.8278076001855791e-10,5.074854042868196e-9,0,0,11.515209672776125,258.2024801533916,GCDH;ECHS1;LIPC;ACADL;ACSL1;ECI1;ACSL5;ACADM;SLC25A20;ACADS;CRAT;ACAT1,WikiPathways 2019 Human
Fatty Acid Beta Oxidation WP1269,12/34,1.8278076001855791e-10,5.361568960544365e-9,0,0,11.515209672776125,258.2024801533916,GCDH;ECHS1;LIPC;ACADL;ACSL1;ECI1;ACSL5;ACADM;SLC25A20;ACADS;CRAT;ACAT1,WikiPathways 2019 Mouse
Oxidation by Cytochrome P450 WP43,15/61,3.1958929883490506e-10,8.380341613893067e-9,0,0,8.022891985130906,175.4123850901906,CYP2J2;CYB5A;CYP4F2;CYP4A22;CYP4A11;CYP4F3;CYP3A4;CYP3A5;CYP2C18;CYP39A1;CYP27A1;CYP2C9;POR;CYP2C8;CYP1A2,WikiPathways 2019 Human
One carbon metabolism and related pathways WP1770,14/52,3.366778671543543e-10,8.465043517023765e-9,0,0,8.784038147822812,191.59651359741002,PCYT2;GPX4;SHMT2;BHMT2;MAT1A;BAAT;GNMT;SOD1;BHMT;GCLC;MAT2A;CBS;CTH;CEPT1,WikiPathways 2019 Mouse
Drug Induction of Bile Acid Pathway WP2289,9/17,4.3955953483244937e-10,1.0919584233732426e-8,0,0,17.27281450916419,372.14707135297687,SLCO1B1;ABCC2;SLC10A1;NR1I3;NR1I2;NR1H4;CYP3A4;BAAT;SULT2A1,WikiPathways 2019 Human
Arylamine metabolism WP694,6/6,8.093918596442036e-10,1.9101647887603206e-8,0,0,32.62642740619902,683.0257076936105,SULT1A1;NAT2;CYP1A2;UGT1A4;UGT1A9;SULT1A2,WikiPathways 2019 Human
Estrogen metabolism WP697,9/18,8.552713861730442e-10,1.9223242584460804e-8,0,0,16.31321370309951,340.6134141374749,SULT1A1;UGT1A1;CYP1A2;GSTA1;UGT1A3;CYP3A4;UGT1A9;ARSE;UGT1A6,WikiPathways 2019 Human
Trans-sulfuration and one carbon metabolism WP2525,11/31,9.944798425491514e-10,2.1336112985599976e-8,0,0,11.577119402199653,239.97980756140495,GCLC;BHMT;AHCY;MAT2A;MTHFD1;SHMT2;CBS;CTH;AMT;PHGDH;MAT1A,WikiPathways 2019 Human
Glutathione and one carbon metabolism WP730,11/31,9.944798425491514e-10,2.187855653608133e-8,0,0,11.577119402199653,239.97980756140495,GCLC;BHMT;AHCY;GPX4;SHMT2;CBS;ANPEP;IDH1;CTH;AMT;MAT1A,WikiPathways 2019 Mouse
Glucuronidation WP698,10/26,2.319838907926221e-9,4.7607128893094624e-8,0,0,12.548625925461163,249.4888704971477,UGT1A10;UGT1A1;UGT1A5;UGT2B28;UGT1A4;UGT1A3;UGT1A9;UGT1A8;UGT1A7;UGT1A6,WikiPathways 2019 Human
PPAR signaling pathway WP2316,16/81,2.64498606810243e-9,5.172417199844752e-8,0,0,6.444726401224497,127.28721351077651,ACSL1;AQP7;ACSL5;DBI;CYP27A1;RXRA;ACADL;SCP2;ACOX2;ACOX1;EHHADH;ACADM;PCK1;SLC27A2;SLC27A5;PCK2,WikiPathways 2019 Mouse
One carbon metabolism and related pathways WP3940,13/52,3.930963125581347e-9,7.730894146976649e-8,0,0,8.156606851549755,157.86607969794076,PCYT2;GPX4;SHMT2;BHMT2;MAT1A;BAAT;GNMT;SOD1;BHMT;GCLC;MAT2A;CTH;CEPT1,WikiPathways 2019 Human
Mitochondrial LC-Fatty Acid Beta-Oxidation WP401,8/16,7.709063711790803e-9,1.3567952132751812e-7,0,0,16.31321370309951,304.7450097048093,ACADL;SCP2;ACSL1;ECI1;EHHADH;ACADM;SLC25A20;ACADS,WikiPathways 2019 Mouse
Methionine metabolism leading to Sulphur Amino Acids and related disorders WP4292,7/11,7.283024093892697e-9,1.3750349489269411e-7,0,0,20.762271985763014,389.03763204612557,BHMT;AHCY;CBS;CTH;ADK;MAT1A;GNMT,WikiPathways 2019 Human
Folate Metabolism WP176,14/66,9.920922536523707e-9,1.801029014322765e-7,0,0,6.920757328587671,127.54000638329272,AHCY;GPX4;SHMT2;SAA4;PLG;MTHFS;MAT1A;F2;SOD1;F7;MTHFD1;CBS;CTH;ALB,WikiPathways 2019 Human
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368,8/17,1.4170972649167336e-8,2.4772959594099936e-7,0,0,15.353612897034834,277.47156924152665,ACADL;SCP2;ACSL1;ECI1;EHHADH;ACADM;SLC25A20;ACADS,WikiPathways 2019 Human
Valproic acid pathway WP3871,7/13,3.589392637111113e-8,6.0506904454158755e-07,0,0,17.568076295645625,301.1642217678446,CYP2C9;EHHADH;IVD;ABAT;UGT1A3;ACADSB;HSD17B10,WikiPathways 2019 Human
Nonalcoholic fatty liver disease WP4396,20/155,6.065763269810767e-8,9.87255263224373e-7,0,0,4.209861600799874,69.95956579990867,COX8A;NDUFB8;IRS1;NDUFB11;NDUFA2;NR1H4;IRS2;SDHC;NDUFC1;UQCR11;PIK3R1;SDHA;COX5B;ADIPOR2;RXRA;LEPR;UQCRC1;NDUFS3;IL6R;NDUFV1,WikiPathways 2019 Human
Electron Transport Chain (OXPHOS system in mitochondria) WP111,16/103,9.471101900013842e-8,1.4901200322688444e-6,0,0,5.068182898050333,81.9648609530352,COX8A;ATP5PF;SURF1;NDUFB8;ATP5PD;NDUFA2;SDHC;NDUFC1;UQCR11;SDHA;COX5B;ATP5IF1;UQCRC1;NDUFS3;NDUFV1;ATP5ME,WikiPathways 2019 Human
NRF2 pathway WP2884,19/146,1.1293224342074799e-7,1.7194844804707437e-6,0,0,4.24590493642316,67.91952411508647,ABCC2;UGT1A1;CYP4A11;MGST2;SLC2A2;PRDX6;SLC39A14;GCLC;RXRA;GSTA2;GSTA1;BLVRB;UGT1A4;UGT1A3;UGT1A9;CES2;UGT1A7;CES1;UGT1A6,WikiPathways 2019 Human
Irinotecan Pathway WP475,6/10,1.5298523236113627e-7,2.4477637177781803e-6,0,0,19.575856443719413,307.20243603382374,UGT1A10;BCHE;ABCC2;UGT1A1;UGT1A9;ABCG2,WikiPathways 2019 Mouse
Vitamin B12 Metabolism WP1533,11/50,2.584291529814578e-7,3.811830006476502e-6,0,0,7.177814029363785,108.87770750598845,F7;SHMT2;CBS;CTH;SAA4;ALB;PLG;MAT1A;APOE;F2;SOD1,WikiPathways 2019 Human
HCV JFH-1 18Hour GSE20948,30/300,1.4504155704419871e-8,4.684842292527619e-6,0,0,3.2626427406199023,58.88688622602638,GCDH;CPB2;SLC47A1;SHMT2;SLC43A1;MRPL34;C2;MPC1;ENOSF1;SEPHS2;IL6R;PCK2;CYB5A;PCYT2;GOT1;AMBP;AHSG;GSTO1;TMEM176B;DCXR;MRPS18B;NR1H4;GCAT;ALDH6A1;AADAC;ERP29;NDUFS3;SERPING1;ANG;CES1,Virus Perturbations from GEO up
Selenium Micronutrient Network WP15,14/86,3.309026851043284e-7,4.732911132401303e-6,0,0,5.311278880078911,79.25193713913124,GPX4;SAA4;PLG;F2;KMO;SOD1;F7;PRDX2;CBS;KYNU;CTH;ALB;SEPHS2;MSRB1,WikiPathways 2019 Human
Nuclear Receptors in Lipid Metabolism and Toxicity WP299,9/33,4.494455709983927e-7,6.239362044448275e-6,0,0,8.898116565327005,130.04820772574928,CYP2C9;ABCD3;ABCC2;NR1I3;NR1I2;CYP4A11;CYP1A2;NR1H4;CYP3A4,WikiPathways 2019 Human
Arachidonate Epoxygenase / Epoxide Hydrolase WP678,5/7,5.310771033988577e-7,7.161954080121737e-6,0,0,23.304591004427873,336.71308837344674,COX8A;CYP2J2;CYP2C9;CYP2C8;EPHX2,WikiPathways 2019 Human
Alanine and aspartate metabolism WP106,6/12,6.386504222612675e-7,8.373416647425507e-6,0,0,16.31321370309951,232.69018927047213,PC;GOT1;ASL;ABAT;AGXT;ASS1,WikiPathways 2019 Human
PPAR Alpha Pathway WP2878,8/26,7.132687608556614e-7,9.09899608442898e-6,0,0,10.03890074036893,142.08465347080903,RXRA;SCP2;EHHADH;CYP4A11;DBI;ACADM;UGT1A9;ACAA1,WikiPathways 2019 Human
"Phase I biotransformations, non P450 WP136",5/8,1.3803870186067946e-6,1.6288566819560174e-5,0,0,20.391517128874387,275.145731032782,PON3;PON1;ESD;CES2;CES1,WikiPathways 2019 Human
Urea cycle and metabolism of amino groups WP497,7/20,1.3443729906683755e-6,1.6698527673565086e-5,0,0,11.419249592169656,154.38349073544603,GAMT;GATM;ACY1;CPS1;ARG1;ASL;ASS1,WikiPathways 2019 Human
NAD Biosynthesis II (from tryptophan) WP2485,5/8,1.3803870186067946e-6,1.6706222379036076e-5,0,0,20.391517128874387,275.145731032782,TDO2;KYNU;HAAO;QPRT;KMO,WikiPathways 2019 Human
Cysteine and methionine catabolism WP4504,6/14,1.9693804690990786e-6,2.267189222962842e-5,0,0,13.982754602656723,183.70251522766605,MPST;GCLC;BHMT;GOT1;CBS;CTH,WikiPathways 2019 Human
One Carbon Metabolism WP435,8/29,1.8066084776520264e-6,2.6496924338896387e-5,0,0,9.000393767227315,119.02174035791143,ALDH1L1;BHMT;AHCY;MTHFD1;SHMT2;AMT;MTHFS;MAT1A,WikiPathways 2019 Mouse
One Carbon Metabolism WP241,8/30,2.3977378866104223e-6,2.6946006725717127e-5,0,0,8.700380641653073,112.59149374514848,ALDH1L1;BHMT;AHCY;MTHFD1;SHMT2;AMT;MTHFS;MAT1A,WikiPathways 2019 Human
Fatty Acid Biosynthesis WP357,7/22,2.803671734331544e-6,3.0775187409406715e-5,0,0,10.381135992881507,132.71847050716698,ECHS1;ACAA2;PC;ACSL1;ECH1;ACSL5;ACACB,WikiPathways 2019 Human
Alanine and aspartate metabolism WP240,6/15,3.197264577419512e-6,4.3286043509679555e-5,0,0,13.05057096247961,165.1316793902979,GOT1;ABAT;ASL;AGXT;CRAT;ASS1,WikiPathways 2019 Mouse
Tryptophan catabolism leading to NAD+ production WP4210,6/16,4.983158300860376e-6,5.226779373346883e-5,0,0,12.234910277324634,149.38148455529003,TDO2;HAAO;KYNU;NMRK1;QPRT;KMO,WikiPathways 2019 Human
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453,6/16,4.983158300860376e-6,5.345569813650221e-5,0,0,12.234910277324634,149.38148455529003,FH;PC;IDH1;ACO1;SDHA;PCK1,WikiPathways 2019 Human
Trans-sulfuration pathway WP2333,5/10,5.901782651805251e-6,6.055742199243649e-5,0,0,16.31321370309951,196.41527093499587,MPST;AHCY;GOT1;CBS;CTH,WikiPathways 2019 Human
Fatty acid oxidation WP2318,5/10,5.901782651805251e-6,7.419383905126602e-5,0,0,16.31321370309951,196.41527093499587,ECHS1;ACAA2;MTTP;ACADM;ACADS,WikiPathways 2019 Mouse
"Complement Activation, Classical Pathway WP200",6/17,7.501930837982749e-6,8.802265516566425e-5,0,0,11.515209672776125,135.88350590719818,C4B;C6;C9;C8B;C8A;C2,WikiPathways 2019 Mouse
Aryl Hydrocarbon Receptor Pathway WP2873,9/46,8.997244824344117e-6,9.035530972532816e-5,0,0,6.383431449038939,74.16648657572615,UGT1A1;GSTA2;CYP1A2;UGT1A4;UGT1A3;UGT1A9;EGFR;UGT1A7;UGT1A6,WikiPathways 2019 Human
The alternative pathway of fetal androgen synthesis WP4524,5/11,1.0546799071685092e-5,1.0371019087157008e-4,0,0,14.83019427554501,169.94940159582453,CYB5A;POR;AKR1C2;AKR1C4;HSD17B6,WikiPathways 2019 Human
Nicotine Metabolism WP1600,4/6,1.2480829163616354e-5,1.2022349724952896e-4,0,0,21.75095160413268,245.59688434665918,AOX1;UGT1A4;FMO3;UGT1A9,WikiPathways 2019 Human
Statin Pathway WP1,6/19,1.5606918383857087e-5,1.7167610222242795e-4,0,0,10.30308233879969,114.03241613333918,LIPC;APOC2;MTTP;APOC1;LCAT;APOE,WikiPathways 2019 Mouse
Ethanol effects on histone modifications WP3996,7/31,3.400554799257294e-5,3.210123730498886e-4,0,0,7.367257801399779,75.8016187895115,AHCY;ADH1C;ALDH2;ADH1B;ADH1A;ALDH1A1;MAT1A,WikiPathways 2019 Human
Fatty Acid Biosynthesis WP336,6/22,3.967897675432548e-5,4.1079411228007556e-4,0,0,8.898116565327005,90.17964463877944,ECHS1;ACAA2;ACSL1;ECH1;ACSL5;ACACB,WikiPathways 2019 Mouse
Estrogen metabolism WP1264,5/14,4.23328585263351e-5,4.1392128336860986e-4,0,0,11.652295502213937,117.3379978577259,SULT1A1;UGT1A1;CYP1A2;GSTA1;UGT1A9,WikiPathways 2019 Mouse
Sulfation Biotransformation Reaction WP692,5/17,1.2121911353270176e-4,0.0011218710115183377,0,0,9.59600806064677,86.53594467275451,SULT1A1;SULT1A4;PAPSS2;SULT2A1;SULT1A2,WikiPathways 2019 Human
Steroid Biosynthesis WP496,4/10,1.5837417425394637e-4,0.0014375501970742824,0,0,13.05057096247961,114.19967547409757,HSD17B2;HSD17B4;F13B;CPN1,WikiPathways 2019 Human
Ferroptosis WP4313,7/40,1.8983777409823649e-4,0.0016906307429125965,0,0,5.709624796084828,48.92771998153529,GCLC;GPX4;ACSL1;PCBP2;ACSL5;SLC39A14;CP,WikiPathways 2019 Human
Statin Pathway WP430,6/29,2.1044612451929067e-4,0.0018394550143167629,0,0,6.750295325420487,57.14989623531173,LIPC;APOC2;MTTP;APOC1;LCAT;APOE,WikiPathways 2019 Human
Vitamin B6-dependent and responsive disorders WP4228,3/5,2.736066602243287e-4,0.0023061132790336276,0,0,19.575856443719413,160.5967836134483,PIGV;ALDH7A1;AASS,WikiPathways 2019 Human
Synthesis and Degradation of Ketone Bodies WP311,3/5,2.736066602243287e-4,0.0023480426113796937,0,0,19.575856443719413,160.5967836134483,HMGCL;BDH1;ACAT1,WikiPathways 2019 Human
Glutathione metabolism WP164,5/20,2.814144614449735e-4,0.002358521200681683,0,0,8.156606851549755,66.68582400931493,GCLC;GPX4;IDH1;ANPEP;GSTA1,WikiPathways 2019 Mouse
Nuclear receptors in lipid metabolism and toxicity WP431,6/30,2.5629864966392717e-4,0.002374134860044799,0,0,6.525285481239805,53.95867662763002,ABCD3;ABCC2;NR1I3;NR1I2;CYP1A2;NR1H4,WikiPathways 2019 Mouse
Synthesis and Degradation of Ketone Bodies WP543,3/5,2.736066602243287e-4,0.0024077386099740925,0,0,19.575856443719413,160.5967836134483,HMGCL;BDH1;ACAT1,WikiPathways 2019 Mouse
Electron Transport Chain WP295,11/103,3.1858699948662567e-4,0.0025486959958930053,0,0,3.484375742409604,28.054851876312142,COX8A;SURF1;NDUFA2;UQCRC1;NDUFS3;SDHC;NDUFC1;UQCR11;SDHA;COX5B;NDUFV1,WikiPathways 2019 Mouse
Allograft Rejection WP2328,10/89,3.9236108130000506e-4,0.003249025094273726,0,0,3.665890719797643,28.752783387592768,C4B;C4A;C5;C6;BHMT2;C9;AGTR1;C8B;C8A;C2,WikiPathways 2019 Human
Glycolysis and Gluconeogenesis WP534,7/45,4.0479080761009716e-4,0.0032941596757235497,0,0,5.0752220409642925,39.64834586989566,PC;GOT1;MPC1;SLC2A2;ALDOB;PCK1;FBP1,WikiPathways 2019 Human
Transcription factor regulation in adipogenesis WP3599,5/22,4.5434211538902916e-4,0.0035741579743936965,0,0,7.415097137772505,57.07148217098977,RXRA;IRS1;IRS2;PPARGC1A;PCK2,WikiPathways 2019 Human
Oxidative phosphorylation WP623,8/60,4.6725931493013767e-4,0.0036155146991315567,0,0,4.3501903208265364,33.35998336566521,ATP5PF;NDUFB8;ATP5PD;NDUFA2;NDUFS3;NDUFC1;NDUFV1;ATP5ME,WikiPathways 2019 Human
Methionine De Novo and Salvage Pathway WP3580,5/22,4.5434211538902916e-4,0.0036347369231122337,0,0,7.415097137772505,57.07148217098977,BHMT;AHCY;MAT2A;TAT;MAT1A,WikiPathways 2019 Human
Disorders of Folate Metabolism and Transport WP4259,4/13,5.010357433074388e-4,0.0038143366264695336,0,0,10.03890074036893,76.28393138910522,ALDH1L1;MTHFD1;SHMT2;MTHFS,WikiPathways 2019 Human
Glutathione metabolism WP100,5/23,5.660215153330567e-4,0.004240669130749251,0,0,7.092701610043266,53.03126794473108,GCLC;GPX4;IDH1;ANPEP;GSTA1,WikiPathways 2019 Human
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612,5/24,6.970980026267589e-4,0.005141097769372347,0,0,6.797172376291463,49.40582212300663,GCLC;ABCC2;ABCC6;CES1;ABCG2,WikiPathways 2019 Human
Aflatoxin B1 metabolism WP699,3/7,9.144779233610413e-4,0.006539902724642598,0,0,13.982754602656723,97.83953247854538,AKR7A3;CYP1A2;CYP3A4,WikiPathways 2019 Human
"Classical pathway of steroidogenesis, including diseases WP4523",4/15,9.109255126482416e-4,0.0066147206456918465,0,0,8.700380641653073,60.91179491835944,HSD11B1;CYB5A;POR;H6PD,WikiPathways 2019 Human
Fatty Acid Omega Oxidation WP33,3/7,9.144779233610413e-4,0.006997744109197533,0,0,13.982754602656723,97.83953247854538,ALDH2;ALDH1A1;CYP1A2,WikiPathways 2019 Mouse
"Metabolic pathway of LDL, HDL and TG, including diseases WP4522",4/16,0.001185311210322028,0.00835025210853727,0,0,8.156606851549755,54.957177113626074,LIPC;MTTP;LCAT;APOE,WikiPathways 2019 Human
Oxidative Stress WP412,5/28,0.001456899985298644,0.01068393322552339,0,0,5.826147751106968,38.053160093190236,GCLC;UGT1A1;MAOA;TXN2;SOD1,WikiPathways 2019 Mouse
TCA Cycle (aka Krebs or citric acid cycle) WP78,4/18,0.0018981845651226798,0.012984682822288476,0,0,7.25031720137756,45.43670358255532,FH;SDHC;SUCLG1;SDHA,WikiPathways 2019 Human
Vitamin A and Carotenoid Metabolism WP716,6/43,0.001878742662123968,0.01304068436062519,0,0,4.552524754353351,28.57689224611171,SULT1A1;RXRA;RETSAT;ADH1A;ALDH1A1;DHRS3,WikiPathways 2019 Human
Methylation Pathways WP704,3/9,0.0020961597851225323,0.013741491924692158,0,0,10.87547580206634,67.07610964729712,TPMT;MAT2A;MAT1A,WikiPathways 2019 Human
Folate-Alcohol and Cancer Pathway Hypotheses WP1589,3/9,0.0020961597851225323,0.013935034064476553,0,0,10.87547580206634,67.07610964729712,ALDH1L1;CBS;ALDH1A1,WikiPathways 2019 Human
Benzo(a)pyrene metabolism WP696,3/9,0.0020961597851225323,0.014134105979683361,0,0,10.87547580206634,67.07610964729712,AKR1C2;AKR1C4;CYP3A4,WikiPathways 2019 Human
Methylation WP1247,3/9,0.0020961597851225323,0.014756964887262627,0,0,10.87547580206634,67.07610964729712,TPMT;MAT2A;MAT1A,WikiPathways 2019 Mouse
Extracellular vesicles in the crosstalk of cardiac cells WP4300,4/19,0.0023466382595961404,0.01517278436341614,0,0,6.868721559199794,41.58853955758084,SORBS2;EGFR;ETS2;SOD1,WikiPathways 2019 Human
Oxidative Stress WP408,5/33,0.003102092751606678,0.019522503716778026,0,0,4.943398091848336,28.551477157014087,GCLC;MAOA;TXN2;UGT1A6;SOD1,WikiPathways 2019 Human
Fluoropyrimidine Activity WP1601,5/33,0.003102092751606678,0.019786321334572324,0,0,4.943398091848336,28.551477157014087,DPYS;UPB1;CES2;ABCG2;CES1,WikiPathways 2019 Human
Norwalk Virus HG23 GSE15520,22/300,1.5477093945267446e-4,0.024995506721606924,0,0,2.392604676454595,20.991671078787473,ACAA2;SLC35D1;SERPIND1;GPX4;ECI1;OXSM;SS18L1;AKR1D1;PON1;NDUFC1;FOXN3;MRPL34;HSD17B10;CCNB1IP1;CYP27A1;PRDX2;GRHPR;AKR7A3;UQCRC1;ARIH1;ALDH7A1;CES1,Virus Perturbations from GEO up
